Reference code,Latitude,Longitude,"Date ""Before Present""",Standard error,Chronocultural attribution,Associated materials,Country,Site name,Associated publications,Clear LSA,Associated Lithics
Gif-8050,-0.0667,11.1167,500,30,Recent Iron Age,"Coal, Iron Metallurgy, Pit Features, Coal",Gabon,Otoumbi 3,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Beta-182574,4.24,11.28,2020,60,Ancient Iron Age,"Coal, Iron Metallurgy, Pit Features, Coal",Cameroon,Ndjoré (Eca 315),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-182580,4.5758,13.1208,2020,60,Ancient Iron Age,"Coal, Iron Metallurgy, Pit Features, Coal",Cameroon,Doumba (Eca 329),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Ly-9171,5.5,12,2300,40,Ancient Iron Age,"Coal, Iron Metallurgy, Pit Features, Coal",Cameroon,Gba,"2003 - Occupations humaines anciennes et dynamique forestière : approche croisée en plaine Tikar - In: Froment A., Guffroy J. (ed.) Peuplements anciens et actuels de des forêts tropicales IRD Editions, p 127-156.",NA,NA
Beta-14428,-1.5556,13.1806,2330,90,Ancient Iron Age,"Coal, Iron Metallurgy, Pit Features, Coal",Gabon,Moanda 2,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Beta-15059,1.3858,11.6397,2110,70,Ancient Iron Age,"Coal, Iron Metallurgy, Tuyères, Coal",Gabon,Koualessis,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Beta-15062,1.6736,11.5131,270,60,Recent Iron Age,"Coal, Iron Metallurgy, Tuyères, Pit Features, Coal",Gabon,Soukoudzap,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Gif-8165,1.3858,11.6397,1770,50,Ancient Iron Age,"Coal, Iron Metallurgy, Tuyères, Pit Features, Coal",Gabon,Koualessis,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Beta-29773,-2.2333,11.3333,4590,70,LSA,"Coal, Lithics",Gabon,Lac Noir De Ndende,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Beta-22082,-2.2333,11.3333,4990,120,LSA,"Coal, Lithics",Gabon,Lac Noir De Ndende,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Gif-4157,0.3333,9.4667,5040,130,LSA,"Coal, Lithics",Gabon,Owendo,"1978 - Vers une revision de la nomenclature des industries prehistoriques de l'Afrique centrale. - L'Anthropologie, 72 : 5-36",1,1
Beta-22081,-2.2333,11.3333,5420,120,LSA,"Coal, Lithics",Gabon,Lac Noir De Ndende,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Beta-29772,-2.2333,11.3333,5530,230,LSA,"Coal, Lithics",Gabon,Lac Noir De Ndende,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Gif-8614,0.4906,9.4125,5580,60,LSA,"Coal, Lithics",Gabon,Okala 1,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Gif-6175,0.5,9.3833,7500,90,LSA,"Coal, Lithics",Gabon,Sablieres,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Beta-29777,-2.2333,11.3333,7760,120,LSA,"Coal, Lithics",Gabon,Lac Noir De Ndende,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Beta-46142,0.4906,9.4125,39690,670,Stone Age,"Coal, Lithics",Gabon,Okala 1,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",0,1
Gif-9378,0.4906,9.4125,40000,0,Stone Age,"Coal, Lithics",Gabon,Okala 1,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",0,1
Hv-11046,3.8167,11.5,3265,165,Neolithic / Ancient Iron Age / Late Stone Age,"Coal, Lithics, Céramiques Lithiques Scories",Cameroon,Obobogo,"1992 - Sédentarisation, agriculture et métallurgie du Sud-Cameroun: synthèse des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archéologie au Cameroun : Actes du premier colloque international de Yaoundé (6-9 janvier 1986)'' Karthala, p. 247-162",NA,NA
Gif-6674,-1.6167,13.475,1140,200,Ancient Iron Age,"Coal, Pit Features, Coal",Gabon,"Mikouloungou Moanda Pk 29,5","1985 - Recherches archéologiques récentes au Gabon: 1982-1985 - Nyame Akuma, 26, 14-16.",NA,NA
Beta-14830,1.5931,11.5733,1710,60,Ancient Iron Age,"Coal, Pit Features, Coal",Gabon,Oyem 1,"1986 - Métallurgie ancienne du fer au Gabon : Premiers élémnts de synthèse - Muntu, 4-5, 47-55.",NA,NA
Gif-8967,0.4906,9.4125,2070,40,Neolithic,"Coal, Pit Features, Coal",Gabon,Okala 1,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Gif-7435,-4.1833,15.15,1540,60,Ancient Iron Age,"Coal,Iron Metallurgy, ",Congo,Bimé,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Si-7065,-0.4,29.3,19870,240,LSA,Harpons Lithics,DRC,Ishango 11,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Si-7062,-0.4,29.3,20155,245,LSA,Harpons Lithics,DRC,Ishango 11,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Si-7064,-0.4,29.3,23760,385,LSA,Harpons Lithics,DRC,Ishango 11,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
W-283,-0.4,29.3,21000,500,LSA,"Harpons, Lithics",DRC,Ishango 11,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Oxa-4539,5.85,10.0667,6870,80,LSA,Human bones,Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",1,1
Oxa-1362,5.85,10.0667,7040,80,LSA,Human bones,Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",1,1
Oxa-5203,5.85,10.0667,7150,70,LSA,Human bones,Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",1,1
Oxa-5207,5.85,10.0667,2940,60,Neolithic,"Human bones, ",Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",NA,NA
Oxa-5206,5.85,10.0667,3025,60,Neolithic,"Human bones, ",Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",NA,NA
Oxa-5205,5.85,10.0667,3045,60,Neolithic,"Human bones, ",Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",NA,NA
Beta-51834,5.85,10.0667,3140,80,Neolithic,"Human bones, ",Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",NA,NA
Oxa-5204,5.85,10.0667,3300,90,Neolithic,"Human bones, ",Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",NA,NA
Hv-12203,-0.0167,18.35,65,50,Recent Iron Age,"Iron Metallurgy, ",DRC,Bamanya,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",NA,NA
Beta-182545,4.9726,13.3199,240,60,Recent Iron Age,"Iron Metallurgy, ",Cameroon,Yébi (Eca 125),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Gif-7438,-4.05,15.1,430,50,Recent Iron Age,"Iron Metallurgy, ",Congo,Ngidi,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Ly-3066,6.3833,10.2833,430,140,Recent Iron Age,"Iron Metallurgy, ",Cameroon,Fundong,"1992 - Rapport préliminaire sur la métallurgie du groupe Chap. - In: Essomba J.-M. ed., L’Archéologie au Cameroun, Actes du Premier Colloque International de Yaoundé (6-9 Janvier 1986), Paris: Karthala, p. 197-210.",NA,NA
Gif-9402,-2.4333,14.9833,470,50,Recent Iron Age,"Iron Metallurgy, ",Congo,Ongia,"1997 - Métallurgie et politique en Afrique Centrale, deux mille ans de vestiges sur les plateaux bateke (Gabon, Congo, Zaïre) - Khartala, Paris.",NA,NA
Hv-11402,-11.39,27.32,1555,65,Ancient Iron Age,"Iron Metallurgy, ",DRC,Naviundu,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",NA,NA
SacA 36083,2.484,12.0853,1745,30,Ancient Iron Age,"Iron Metallurgy, ",Cameroon,Oloundou,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
Hv-11570,-0.0167,18.35,2245,195,Ancient Iron Age,"Iron Metallurgy, ",DRC,Bamanya,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",NA,NA
Beta-182553,5.2864,13.3917,270,70,Recent Iron Age,"Iron Metallurgy, Coal",Cameroon,Lom 1 (Eca 163),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Erl-12261,2.5543,11.5954,1905,39,Ancient Iron Age,"Iron Metallurgy, Coal",Cameroon,Nkpwala Esse Nkp 08/6,"2009 - Preliminary report on the excavations at Bagofit and Mampang, East Province, Cameroon - Nyame Akuma, 72: 67-73.",NA,NA
Erl-12253,3.3921,13.8554,1923,39,Ancient Iron Age,"Iron Metallurgy, Coal",Cameroon,Bagofit Bgf 08/6,"2009 - Preliminary report on the excavations at Bagofit and Mampang, East Province, Cameroon - Nyame Akuma, 72: 67-73.",NA,NA
Erl-12262,2.5543,11.5954,1953,38,Ancient Iron Age,"Iron Metallurgy, Coal",Cameroon,Nkpwala Esse Nkp 08/8,"2009 - Preliminary report on the excavations at Bagofit and Mampang, East Province, Cameroon - Nyame Akuma, 72: 67-73.",NA,NA
Beta-15058,1.3858,11.6397,1920,60,Ancient Iron Age,"Iron Metallurgy, Pit Features, Coal",Gabon,Koualessis,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Os-21251,2.118,28.573,715,45,LSA,Lithics,DRC,Matangai T.NW,"2003 - Archaeological Site Formation in Rain Forests: Insights From the Ituri Rock Shelters, Congo",1,1
Beta-169186,2.396,10.071,1070,60,Stone Age,Lithics,Cameroon,Akok Benyat 2,"2013 - Climatic and cultural changes in the west Congo Basin forests over the past 5000 years. Philosophical Transactions of the Royal Society B: Biological Sciences, 368(1625), 20120304.",0,1
Utc-Nr-5076,1.737,28.811,1080,41,LSA,Lithics,DRC,Makubasi NW o.,"2003 - Archaeological Site Formation in Rain Forests: Insights From the Ituri Rock Shelters, Congo",1,1
Gif-10203,-0.587,11.533,2200,40,LSA,Lithics,Gabon,Oumoundo 4,"2002 - Synthèse des données archéologiques récentes sur le peuplement à l’Holocène de la réserve de faune de la Lopé, Gabon. L'Anthropologie, 106(1), 135-158.",1,1
Beta-18729,-1.5,9.499,2550,120,LSA,Lithics,Gabon,Ikengue 1,2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon : quatre millénaires d'interactions entre l'homme et son milieu,1,0
Gif-8150,-3.55,14.55,2680,50,LSA,Lithics,Gabon,Galintsoa,"1991 - Archéologie des plateaux et collines Teke (R.P.Congo): de nouvelles donnes. Nsi, 8/9: 24-32.",1,1
b-127079,1.532,28.208,2790,70,LSA,Lithics,ROC,Lengbe,"2003 - Archaeological Site Formation in Rain Forests: Insights From the Ituri Rock Shelters, Congo",1,1
TX 7021,-4.34,11.65,2950,80,LSA,Lithics,ROC,Gray sand,"2012 - Pride, prejudice, plunder and preservation: archaeology and the re-envisioning of ethnogenesis on the Loango coast of the Republic of Congo. Antiquity, 86(332), 383.",1,1
Lv-46,-4.28,15.28,2980,160,LSA,Lithics,DRC,Amba,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Hv-6254,-5.77,14.8,2985,95,LSA,Lithics,DRC,Kwimba,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris",1,1
OBDY-597,6.13,15.33,3010,220,LSA,Lithics,CAR,Ndio,"1991 - Etude du megalithisme dans le Nord-Ouest de la republique centrafricaine. - Thèse de doctorat des Universites, Universite de Paris X - Nanterre, 2 tomes",1,1
OBDY-1111,6.13,15.33,3530,100,LSA,Lithics,CAR,Ndio,"1999 - Societe prehistoriques et megalithes dans le nord-ouest de la Republique Centrafricaine - British Archaeological Reports 768, Cambridge Monographs in African Archaeology 46. Archeopress, Oxford",1,1
Beta-169187,2.396,10.071,3650,70,LSA,Lithics,Cameroon,Akok Benyat 2,"2013 - Climatic and cultural changes in the west Congo Basin forests over the past 5000 years. Philosophical Transactions of the Royal Society B: Biological Sciences, 368(1625), 20120304.",0,1
Beta-74286,-1.9167,9.3167,3680,60,LSA,Lithics,Gabon,Iguela 2,2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon : quatre millénaires d'interactions entre l'homme et son milieu,1,1
Beta-74286,-1.9167,9.3167,3680,60,LSA,Lithics,Gabon,Iguela 2,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Beta-74286,-1.92,9.32,3680,60,LSA,Lithics,Gabon,Iguela 2,2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon : quatre millénaires d'interactions entre l'homme et son milieu,1,1
Beta-74286,-1.92,9.32,3680,60,LSA,Lithics,Gabon,Iguela 2,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Gif-6504,-3.33,15.124,3700,90,LSA,Lithics,RoC,Ntsimou,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",1,1
Gif-2225,-10.24,25.09,3840,140,LSA,Lithics,DRC,Kamoa,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Beta-18728,-1.5,9.4986,3850,90,LSA,Lithics,Gabon,Ikengue 1,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Gif-2206,-4.75,11.85,3860,130,LSA,Lithics,ROC,Pointe Noire,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Lv-288,-4.2038,15.1245,3870,90,LSA,Lithics,DRC,Kinsuka,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Beta-20068,-1.2653,10.6167,3890,140,LSA,Lithics,Gabon,Mandilou 2,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Gif-9391,-0.484,12.451,3900,70,LSA,Lithics,Gabon,Grotte Paouan,2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon : quatre millénaires d'interactions entre l'homme et son milieu,1,1
Gif-9391,-0.4842,12.4515,3900,70,LSA,Lithics,Gabon,Grotte Paouan 1,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",1,1
Gif-459,-3.5,14.3,4030,200,LSA,Lithics,ROC,Grotte De Bitorri,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Hv-4215,10,25.49,4235,100,LSA,Lithics,DRC,Kamoa,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",0,1
Gif-10438,-0.12,11.55,4500,50,LSA,Lithics,Gabon,Okanda 5,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",1,1
Gif-10438,-0.12,11.55,4500,50,LSA,Lithics,Gabon,Okanda 5,"2002 - Synthèse des données archéologiques récentes sur le peuplement à l’Holocène de la réserve de faune de la Lopé, Gabon. L'Anthropologie, 106(1), 135-158.",1,1
Gif-5434,-4.2833,15.2667,4580,110,LSA,Lithics,ROC,Pointe Bacongo,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
Beta-20789,0.32,9.35,4810,80,LSA,Lithics,Gabon,Riviere Denis 1,"2005 - Des premiers villages aux premiers europeens autour de l'estuaire du Gabon. Quatre millenaire d'interactions entre l'homme et son milieu. - Th√®se de Doctorat, Universite Libre de Bruxelles",1,1
Beta-18731,-1.5,9.4986,4830,290,LSA,Lithics,Gabon,Ikengue 1,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Gif-2209,-4.75,11.85,4920,140,LSA,Lithics,ROC,Pointe Noire,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
b-18734,-1.5,9.4986,5160,100,LSA,Lithics,Gabon,Ikengue 1,"1988 - The development of an Early Iron Age prehistory in Gabon. Current Anthropology, 29(1), 179-184.",1,1
Beta-182539,3.0631,10.2189,5490,70,LSA,Lithics,Cameroon,Ndtoua (Eca 068),"2005 - Kome to Ebome; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193",1,1
b-29772,-2.2333,11.3333,5530,230,LSA,Lithics,Gabon,Ndende,"1988 - The development of an Early Iron Age prehistory in Gabon. Current Anthropology, 29(1), 179-184.",1,1
Hv-10586,6.11,10.42,5565,120,LSA,Lithics,DRC,Abeke,"1992 - Sedentarisation, agriculture et metallurgie du Sud-Cameroun: synth√®se des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archeologie au Cameroun : Actes du premier colloque international de Yaounde (6-9 janvier 1986)'' Karthala, p. 247-162",1,1
Gif-9392,-0.4842,12.4515,5570,70,LSA,Lithics,Gabon,Grotte Paouan 1,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",1,1
Gif-10176,-0.1333,16.166,5720,110,Stone Age,Lithics,Gabon,Leledi 10,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",0,1
GrN-6287,-10,25.49,6025,70,Stone Age,Lithics,DRC,Kamoa,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",0,1
AA-33226,2.118,28.573,6025,70,LSA,Lithics,DRC,Wataka G.E,"2003 - Archaeological Site Formation in Rain Forests: Insights From the Ituri Rock Shelters, Congo",1,1
Hv-8963,5.85,10.0667,6070,340,LSA,Lithics,Cameroon,Shum Laka,"1992 - Sedentarisation, agriculture et metallurgie du Sud-Cameroun: synth√®se des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archeologie au Cameroun : Actes du premier colloque international de Yaounde (6-9 janvier 1986)'' Karthala, p. 247-162",1,1
Beta-25547,0.5333,9.35,6190,80,LSA,Lithics,Gabon,Nzogobeyok,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
b-74285,-1.92,9.32,6300,60,LSA,Lithics,Gabon,Iguela ,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
BM-2496,5.85,10.0667,6360,100,LSA,Lithics,Cameroon,Shum Laka,"1988 - Bamenda in prehistory (the evidence from Fiye Nkwi, Mbi Crater and Shum Laka rockshelters). - PhD diss., University College London",1,1
Beta-20060,-2.2333,11.3333,6450,130,LSA,lithics,Gabon,Lac Noir De Ndende,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Fran√ßais Saint-Exupery, ed. Sepia",1,1
Gif-1914,-3.9392,13.7172,6600,130,LSA,Lithics,ROC,Moussanda,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Gif-9864,-0.2186,11.5875,6760,120,LSA,Lithics,Gabon,Lope 2,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",1,1
Gif-4313,-4.25,13.7667,6890,160,LSA,Lithics,ROC,Ntadi Yomba,"1988 - Gif Natural Radiocarbon Mesurements XI - Radiocarbon, vol 30, n¬∞1, 1988, 61-124",1,1
Gif-4392,-4.25,13.7667,7090,140,LSA,Lithics,ROC,Ntadi Yomba,"1982 - New Survey of Archaeological Research and Dates for West-Central and North-Central Africa - The Journal of African History, 23: 1-15",1,1
Gif-1642,-0.2186,11.5875,7670,80,LSA,Lithics,Gabon,Lope 2,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",1,1
Gif-8157,-4.113,15.12,7690,70,LSA,Lithics,ROC,Case Barnier II,"1991 - Archéologie des plateaux et collines Teke (R.P.Congo): de nouvelles donnes. Nsi, 8/9: 24-32.",1,1
Oxa-930,5.85,10.0667,7790,80,LSA,Lithics,Cameroon,Shum Laka,"1992 - Sedentarisation, agriculture et metallurgie du Sud-Cameroun: synth√®se des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archeologie au Cameroun : Actes du premier colloque international de Yaounde (6-9 janvier 1986)'' Karthala, p. 247-162",1,1
GrN-7220,-4.2833,15.2667,8095,50,LSA,Lithics,DRC,Gombe,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Hv-6256,-5.2833,14.8667,8120,460,LSA,Lithics,DRC,Dimba,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Oxa-5202,5.85,10.0667,8540,90,LSA,Lithics,Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",1,1
UtC-8027,5.85,10.0667,8550,60,LSA,Lithics,Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",1,1
UtC-8028,5.85,10.0667,8560,60,LSA,Lithics,Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",1,1
Hv-8964,5.85,10.0667,8705,275,LSA,Lithics,Cameroon,Shum Laka,"1998 - Ten years of archaeological research in the Bamenda Grassfields - in: Delneuf M., Essomba J.-M., Froment A. (ed.), Paleo-anthropologie en Afrique centrale. Un bilan de l'archeologie au Cameroun, L'Harmattan, Paris, 193-202",1,1
Lv-165,-4.3333,15.3167,8920,160,Tshitolian/LSA,Lithics,DRC,Cabu 4 (Ex Belgika),"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
UtC-8029,5.85,10.0667,8920,90,LSA,Lithics,Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",1,1
b-8494,5.3092,9.7272,8930,40,LSA,Lithics,Cameroon,Njuinye,"2003 - On microlithic quartz industries at the end of the Pleistocene in Central Africa: the evidence from Shum Laka (NW Cameroon) - African Archaeological Review, 20: 1-24",1,1
Oxa-1139,6.0502,10.2035,9050,100,LSA,Lithics,Cameroon,Mbi Crater,"1998 - Ten years of archaeological research in the Bamenda Grassfields - in: Delneuf M., Essomba J.-M., Froment A. (ed.), Paleo-anthropologie en Afrique centrale. Un bilan de l'archeologie au Cameroun, L'Harmattan, Paris, 193-202",1,1
Oxa-5636,5.85,10.0667,9096,70,LSA,Lithics,Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247",1,1
Gif-9865,-0.2186,11.5875,9170,100,LSA,lithics,Gabon,Lope 2,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",1,1
GrN-8046,-4.2833,15.2667,9675,40,LSA,lithics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",1,1
Lv-164,-4.2038,15.1245,9730,200,LSA,Lithics,DRC,Kinhasa Plain,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Lv-164,-4.2038,15.1245,9730,200,LSA,Lithics,DRC,Kinhasa Plain,1968 - Atlas de préhistoire de la Plaine de Kinshasa. Kinshasa: Université Lovanium.,1,1
Oxa-5635,5.85,10.0667,9880,100,LSA,Lithics,Cameroon,Shum Laka,"2003 - On microlithic quartz industries at the end of the Pleistocene in Central Africa: the evidence from Shum Laka (NW Cameroon) - African Archaeological Review, 20: 1-24",1,1
AA-33225,2.118,28.573,10015,55,LSA,Lithics,DRC,Isak Baite SW,"2003 - Archaeological Site Formation in Rain Forests: Insights From the Ituri Rock Shelters, Congo",1,1
Gif-A97561,-0.2186,11.5875,10320,110,LSA,Lithics,Gabon,Lope 2,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",1,1
Gif-A97561,-0.2186,11.5875,10320,110,LSA,Lithics,Gabon,Lope 2,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",1,1
Gif-6052,-4.2167,14.15,11500,160,LSA,lithics,ROC,Gangalingolo,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
GrN-8050,-4.2833,15.2667,11880,120,LSA,lithics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
